product_id,product_name,category,product_type,product_url,reference_price,reference_commission_rate,search_volume,search_growth_7d,social_mentions_7d,competitor_count,days_until_peak,seasonal_relevance
P0444,Synthetic Fitness Product 444,Fitness,digital_download,https://example.com/products/p0444,366.4,0.5101,3424,-57,10015,12,48,21
P0445,Synthetic Home Office Product 445,Home Office,software,https://example.com/products/p0445,74.91,0.2859,13924,53,1845,65,89,7
P0446,Synthetic Beauty Product 446,Beauty,course,https://example.com/products/p0446,211.61,0.0492,100114,-58,5503,72,78,65
P0447,Synthetic Productivity Product 447,Productivity,service,https://example.com/products/p0447,101.08,0.3585,63009,84,7723,54,32,78
P0448,Synthetic Personal Finance Product 448,Personal Finance,mobile_app,https://example.com/products/p0448,372.82,0.0388,17192,31,8165,143,16,42
P0449,Synthetic Gaming Product 449,Gaming,mobile_app,https://example.com/products/p0449,385.86,0.2595,2320,-68,6764,30,55,66
P0450,Synthetic Summer Gadgets Product 450,Summer Gadgets,physical,https://example.com/products/p0450,395.15,0.5521,111471,-27,9266,77,36,33
P0451,Synthetic Fitness Product 451,Fitness,membership,https://example.com/products/p0451,238.41,0.2245,95356,-45,12226,1,59,18
P0452,Synthetic Education Product 452,Education,mobile_app,https://example.com/products/p0452,363.02,0.4532,130691,-37,3144,105,36,64
P0453,Synthetic Pet Care Product 453,Pet Care,digital_download,https://example.com/products/p0453,165.29,0.1913,63764,51,2747,32,5,58
P0454,Synthetic Productivity Product 454,Productivity,physical,https://example.com/products/p0454,164.29,0.3501,89286,29,12583,56,43,18
P0455,Synthetic Fitness Product 455,Fitness,service,https://example.com/products/p0455,224.91,0.0899,4857,78,5585,115,74,47
P0456,Synthetic Travel Product 456,Travel,physical,https://example.com/products/p0456,435.65,0.1757,39087,72,2352,94,46,21
P0457,Synthetic Education Product 457,Education,digital_download,https://example.com/products/p0457,420.41,0.0967,34371,-53,4959,120,5,8
P0458,Synthetic Gaming Product 458,Gaming,mobile_app,https://example.com/products/p0458,162.23,0.0403,25159,-6,8685,40,36,79
P0459,Synthetic Education Product 459,Education,software,https://example.com/products/p0459,293.81,0.5079,138417,-33,6183,72,61,40
P0460,Synthetic Personal Finance Product 460,Personal Finance,subscription,https://example.com/products/p0460,431.36,0.4904,117534,21,11312,154,16,82
P0461,Synthetic Fitness Product 461,Fitness,service,https://example.com/products/p0461,440.13,0.5763,92145,26,9539,21,84,8
P0462,Synthetic Education Product 462,Education,mobile_app,https://example.com/products/p0462,55.1,0.4907,129981,3,6049,91,60,73
P0463,Synthetic Beauty Product 463,Beauty,mobile_app,https://example.com/products/p0463,15.2,0.1579,84438,11,8210,126,20,85
P0464,Synthetic Travel Product 464,Travel,course,https://example.com/products/p0464,449.84,0.2227,121231,-42,8096,135,14,1
P0465,Synthetic Education Product 465,Education,mobile_app,https://example.com/products/p0465,345.35,0.4548,140244,-37,6143,20,73,6
P0466,Synthetic Career Software Product 466,Career Software,digital_download,https://example.com/products/p0466,317.97,0.5113,34755,38,10908,57,1,0
P0467,Synthetic Personal Finance Product 467,Personal Finance,course,https://example.com/products/p0467,382.36,0.4988,11579,-70,6762,67,56,30
P0468,Synthetic Education Product 468,Education,membership,https://example.com/products/p0468,384.72,0.3792,45200,-45,5747,155,1,53
P0469,Synthetic Creator Tools Product 469,Creator Tools,digital_download,https://example.com/products/p0469,436.18,0.1893,15468,-20,8001,9,4,89
P0470,Synthetic Fitness Product 470,Fitness,mobile_app,https://example.com/products/p0470,431.59,0.36,124946,89,3506,59,75,21
P0471,Synthetic Productivity Product 471,Productivity,service,https://example.com/products/p0471,202.57,0.1102,28749,0,851,153,40,57
P0472,Synthetic Personal Finance Product 472,Personal Finance,software,https://example.com/products/p0472,292.86,0.5514,45798,-11,14141,150,84,49
P0473,Synthetic Personal Finance Product 473,Personal Finance,physical,https://example.com/products/p0473,231.2,0.0137,59123,47,3369,113,34,92
P0474,Synthetic Travel Product 474,Travel,physical,https://example.com/products/p0474,344.08,0.4565,28474,-36,6760,144,43,66
P0475,Synthetic Travel Product 475,Travel,mobile_app,https://example.com/products/p0475,291.03,0.3269,149004,29,11458,19,72,81
P0476,Synthetic Fitness Product 476,Fitness,course,https://example.com/products/p0476,73.84,0.3943,112486,42,10924,47,20,63
P0477,Synthetic Travel Product 477,Travel,software,https://example.com/products/p0477,71.34,0.3603,99073,-59,12600,94,87,49
P0478,Synthetic Productivity Product 478,Productivity,mobile_app,https://example.com/products/p0478,268.76,0.3419,123539,26,14347,67,1,76
P0479,Synthetic Education Product 479,Education,membership,https://example.com/products/p0479,258.22,0.426,99910,-19,7290,1,34,8
P0480,Synthetic Home Office Product 480,Home Office,service,https://example.com/products/p0480,92.78,0.2187,129881,90,11779,148,34,59
P0481,Synthetic Creator Tools Product 481,Creator Tools,course,https://example.com/products/p0481,398.14,0.414,116715,73,13077,19,29,5
P0482,Synthetic Beauty Product 482,Beauty,mobile_app,https://example.com/products/p0482,499.5,0.1746,135316,71,9856,79,46,31
P0483,Synthetic Fitness Product 483,Fitness,subscription,https://example.com/products/p0483,175.01,0.0287,20747,-40,2347,71,90,47
P0484,Synthetic Summer Gadgets Product 484,Summer Gadgets,digital_download,https://example.com/products/p0484,193.36,0.3501,67866,87,8734,4,59,51
P0485,Synthetic Productivity Product 485,Productivity,mobile_app,https://example.com/products/p0485,63.81,0.3304,52289,74,172,38,29,11
P0486,Synthetic Summer Gadgets Product 486,Summer Gadgets,physical,https://example.com/products/p0486,143.73,0.0688,106828,-34,10550,128,18,49
P0487,Synthetic Fitness Product 487,Fitness,physical,https://example.com/products/p0487,334.25,0.2087,47569,10,3495,156,73,28
P0488,Synthetic Beauty Product 488,Beauty,digital_download,https://example.com/products/p0488,339.64,0.1829,17943,-50,635,44,54,97
P0489,Synthetic Education Product 489,Education,mobile_app,https://example.com/products/p0489,16.75,0.3915,42059,37,13611,124,56,61
P0490,Synthetic Gaming Product 490,Gaming,mobile_app,https://example.com/products/p0490,233.67,0.5096,109128,20,1040,47,75,17
P0491,Synthetic Personal Finance Product 491,Personal Finance,service,https://example.com/products/p0491,454.46,0.2182,90765,33,9596,117,84,64
P0492,Synthetic Career Software Product 492,Career Software,service,https://example.com/products/p0492,264.24,0.068,127726,-2,11217,70,67,27
P0493,Synthetic Education Product 493,Education,service,https://example.com/products/p0493,170.14,0.4412,14215,41,6717,80,2,89
P0494,Synthetic Gaming Product 494,Gaming,physical,https://example.com/products/p0494,356.32,0.3938,73096,60,3457,67,52,59
P0495,Synthetic Beauty Product 495,Beauty,mobile_app,https://example.com/products/p0495,311.53,0.2709,1992,44,56,90,62,72
P0496,Synthetic Creator Tools Product 496,Creator Tools,software,https://example.com/products/p0496,148.68,0.5096,105556,53,10286,137,25,39
P0497,Synthetic Creator Tools Product 497,Creator Tools,mobile_app,https://example.com/products/p0497,476.19,0.2794,69497,2,10684,123,26,16
P0498,Synthetic Pet Care Product 498,Pet Care,mobile_app,https://example.com/products/p0498,59.54,0.5336,20046,-10,14133,21,44,15
P0499,Synthetic Travel Product 499,Travel,membership,https://example.com/products/p0499,247.03,0.3766,63871,-30,13164,13,30,1
P0500,Synthetic Gaming Product 500,Gaming,digital_download,https://example.com/products/p0500,106.12,0.2525,6124,-49,2250,111,10,51
P0501,Synthetic Travel Product 501,Travel,service,https://example.com/products/p0501,12.78,0.1762,106506,6,1215,14,55,50
P0502,Synthetic Education Product 502,Education,digital_download,https://example.com/products/p0502,222.22,0.1289,35469,-61,10576,74,28,13
P0503,Synthetic Summer Gadgets Product 503,Summer Gadgets,software,https://example.com/products/p0503,62.96,0.3955,13129,81,486,11,83,25
P0504,Synthetic Summer Gadgets Product 504,Summer Gadgets,subscription,https://example.com/products/p0504,193.18,0.1571,25599,-62,12790,11,70,56
P0505,Synthetic Travel Product 505,Travel,membership,https://example.com/products/p0505,273.13,0.2169,90520,-36,10679,104,3,72
P0506,Synthetic Education Product 506,Education,membership,https://example.com/products/p0506,174.53,0.1195,141933,-64,1127,19,71,66
P0507,Synthetic Pet Care Product 507,Pet Care,mobile_app,https://example.com/products/p0507,104.68,0.0331,144430,74,10003,24,82,43
P0508,Synthetic Career Software Product 508,Career Software,membership,https://example.com/products/p0508,192.41,0.1188,32587,57,4045,35,46,12
P0509,Synthetic Pet Care Product 509,Pet Care,course,https://example.com/products/p0509,492.04,0.306,54846,-58,13489,153,56,31
P0510,Synthetic Personal Finance Product 510,Personal Finance,physical,https://example.com/products/p0510,47.87,0.05,19209,83,1234,9,88,57
P0511,Synthetic Creator Tools Product 511,Creator Tools,physical,https://example.com/products/p0511,298.98,0.1303,85333,80,4486,51,79,7
P0512,Synthetic Beauty Product 512,Beauty,membership,https://example.com/products/p0512,59.88,0.1404,129521,-60,8838,64,55,52
P0513,Synthetic Productivity Product 513,Productivity,subscription,https://example.com/products/p0513,200.57,0.4319,45503,-25,9801,14,90,0
P0514,Synthetic Pet Care Product 514,Pet Care,service,https://example.com/products/p0514,35.27,0.4665,92387,75,6940,35,14,53
P0515,Synthetic Pet Care Product 515,Pet Care,subscription,https://example.com/products/p0515,368.36,0.3117,71372,48,4790,101,0,90
P0516,Synthetic Education Product 516,Education,course,https://example.com/products/p0516,145.58,0.4709,102146,-31,3833,123,23,24
P0517,Synthetic Career Software Product 517,Career Software,service,https://example.com/products/p0517,197.02,0.4105,29074,25,12071,87,5,52
P0518,Synthetic Productivity Product 518,Productivity,course,https://example.com/products/p0518,376.6,0.3958,145170,22,3557,154,85,80
P0519,Synthetic Beauty Product 519,Beauty,physical,https://example.com/products/p0519,63.66,0.2375,4155,-56,5890,102,78,59
P0520,Synthetic Summer Gadgets Product 520,Summer Gadgets,course,https://example.com/products/p0520,152.65,0.0764,142126,55,7713,5,84,91
P0521,Synthetic Education Product 521,Education,subscription,https://example.com/products/p0521,495.19,0.2509,86290,-35,957,138,84,5
P0522,Synthetic Career Software Product 522,Career Software,digital_download,https://example.com/products/p0522,172.81,0.1215,92112,1,11451,54,7,90
P0523,Synthetic Career Software Product 523,Career Software,physical,https://example.com/products/p0523,199.38,0.1488,98281,-35,3102,18,45,72
P0524,Synthetic Career Software Product 524,Career Software,mobile_app,https://example.com/products/p0524,324.18,0.0936,145145,-6,12432,92,77,56
P0525,Synthetic Education Product 525,Education,membership,https://example.com/products/p0525,174.8,0.2679,139560,-65,13969,46,59,21
P0526,Synthetic Education Product 526,Education,service,https://example.com/products/p0526,320.78,0.3019,11782,-18,5026,94,62,81
P0527,Synthetic Beauty Product 527,Beauty,mobile_app,https://example.com/products/p0527,297.28,0.2756,79412,-70,8700,122,73,93
P0528,Synthetic Personal Finance Product 528,Personal Finance,mobile_app,https://example.com/products/p0528,102.42,0.5773,93274,24,7220,54,68,6
P0529,Synthetic Travel Product 529,Travel,digital_download,https://example.com/products/p0529,227.9,0.0615,85540,-4,13288,95,71,70
P0530,Synthetic Pet Care Product 530,Pet Care,software,https://example.com/products/p0530,237.55,0.0747,21718,-19,11230,75,74,31
P0531,Synthetic Travel Product 531,Travel,physical,https://example.com/products/p0531,338.83,0.3385,144730,69,4674,153,7,80
P0532,Synthetic Pet Care Product 532,Pet Care,digital_download,https://example.com/products/p0532,14.66,0.3228,26394,85,10681,56,71,44
P0533,Synthetic Fitness Product 533,Fitness,mobile_app,https://example.com/products/p0533,341.31,0.072,22507,-18,10739,32,60,61
P0534,Synthetic Home Office Product 534,Home Office,membership,https://example.com/products/p0534,332.2,0.1479,36290,89,3286,61,80,3
P0535,Synthetic Gaming Product 535,Gaming,mobile_app,https://example.com/products/p0535,175.11,0.3814,57125,85,13414,93,75,65
P0536,Synthetic Career Software Product 536,Career Software,physical,https://example.com/products/p0536,232.78,0.412,42112,-29,11021,43,90,48
P0537,Synthetic Creator Tools Product 537,Creator Tools,mobile_app,https://example.com/products/p0537,411.33,0.3194,28004,7,5822,122,74,97
P0538,Synthetic Productivity Product 538,Productivity,course,https://example.com/products/p0538,223.24,0.488,3577,-27,13489,73,88,95
P0539,Synthetic Beauty Product 539,Beauty,physical,https://example.com/products/p0539,465.74,0.3509,23571,67,11316,73,64,16
P0540,Synthetic Productivity Product 540,Productivity,software,https://example.com/products/p0540,194.47,0.5217,118097,-5,5440,71,28,43
P0541,Synthetic Gaming Product 541,Gaming,subscription,https://example.com/products/p0541,158.85,0.0957,40664,-19,14869,112,44,38
P0542,Synthetic Pet Care Product 542,Pet Care,digital_download,https://example.com/products/p0542,95.27,0.3587,100873,-62,13672,120,70,34
P0543,Synthetic Beauty Product 543,Beauty,software,https://example.com/products/p0543,238.21,0.2298,133756,77,11727,123,47,95
P0544,Synthetic Creator Tools Product 544,Creator Tools,service,https://example.com/products/p0544,441.92,0.3098,134821,-29,4242,4,25,13
P0545,Synthetic Gaming Product 545,Gaming,subscription,https://example.com/products/p0545,352.88,0.0397,77795,0,5752,92,47,53
P0546,Synthetic Creator Tools Product 546,Creator Tools,physical,https://example.com/products/p0546,413.45,0.3965,16839,-48,3223,14,55,58
P0547,Synthetic Productivity Product 547,Productivity,course,https://example.com/products/p0547,447.63,0.0734,111125,28,9484,93,80,36
P0548,Synthetic Home Office Product 548,Home Office,digital_download,https://example.com/products/p0548,45.52,0.0601,116835,79,6251,52,65,65
P0549,Synthetic Summer Gadgets Product 549,Summer Gadgets,digital_download,https://example.com/products/p0549,301.51,0.3279,8527,40,10794,42,25,71
P0550,Synthetic Career Software Product 550,Career Software,software,https://example.com/products/p0550,28.62,0.3135,147880,-14,5346,3,9,5
P0551,Synthetic Career Software Product 551,Career Software,service,https://example.com/products/p0551,250.58,0.2517,21626,20,7094,44,72,77
P0552,Synthetic Beauty Product 552,Beauty,mobile_app,https://example.com/products/p0552,405.88,0.2365,7754,19,11701,41,89,64
P0553,Synthetic Beauty Product 553,Beauty,mobile_app,https://example.com/products/p0553,398.24,0.4208,135544,-8,4247,36,45,6
P0554,Synthetic Fitness Product 554,Fitness,physical,https://example.com/products/p0554,47.48,0.2367,7886,75,10143,30,8,94
P0555,Synthetic Travel Product 555,Travel,subscription,https://example.com/products/p0555,98.87,0.5289,110436,-21,4040,150,16,94
P0556,Synthetic Pet Care Product 556,Pet Care,physical,https://example.com/products/p0556,196.56,0.2283,146972,-48,4060,43,21,40
P0557,Synthetic Pet Care Product 557,Pet Care,membership,https://example.com/products/p0557,379.03,0.0952,102663,89,10895,72,43,60
P0558,Synthetic Personal Finance Product 558,Personal Finance,course,https://example.com/products/p0558,259.31,0.5253,144641,44,11189,139,44,18
P0559,Synthetic Education Product 559,Education,membership,https://example.com/products/p0559,40.88,0.5506,31675,80,13069,72,57,45
P0560,Synthetic Creator Tools Product 560,Creator Tools,software,https://example.com/products/p0560,235.07,0.2543,139229,-48,11787,43,70,21
P0561,Synthetic Career Software Product 561,Career Software,course,https://example.com/products/p0561,59.92,0.4591,148807,5,11323,127,59,32
P0562,Synthetic Home Office Product 562,Home Office,mobile_app,https://example.com/products/p0562,77.98,0.4282,125937,-13,14804,49,48,44
P0563,Synthetic Career Software Product 563,Career Software,subscription,https://example.com/products/p0563,185.67,0.1831,125243,-11,6335,39,44,54
P0564,Synthetic Creator Tools Product 564,Creator Tools,software,https://example.com/products/p0564,183.19,0.3897,148363,-31,50,42,56,52
P0565,Synthetic Personal Finance Product 565,Personal Finance,mobile_app,https://example.com/products/p0565,171.88,0.5455,123884,-41,11753,130,41,60
P0566,Synthetic Beauty Product 566,Beauty,course,https://example.com/products/p0566,418.72,0.0184,26458,16,14678,67,36,42
P0567,Synthetic Gaming Product 567,Gaming,software,https://example.com/products/p0567,221.86,0.2693,88937,14,7397,96,68,54
P0568,Synthetic Gaming Product 568,Gaming,course,https://example.com/products/p0568,161.62,0.4048,40027,-70,8905,104,78,79
P0569,Synthetic Home Office Product 569,Home Office,physical,https://example.com/products/p0569,192.15,0.2971,128837,34,72,28,41,76
P0570,Synthetic Personal Finance Product 570,Personal Finance,subscription,https://example.com/products/p0570,430.05,0.1639,129833,-18,11393,54,43,56
P0571,Synthetic Fitness Product 571,Fitness,course,https://example.com/products/p0571,265.03,0.3642,24233,53,2437,117,72,90
P0572,Synthetic Productivity Product 572,Productivity,membership,https://example.com/products/p0572,172.78,0.2419,120237,44,422,133,2,4
P0573,Synthetic Career Software Product 573,Career Software,digital_download,https://example.com/products/p0573,102.24,0.4493,46703,49,10796,61,1,26
P0574,Synthetic Home Office Product 574,Home Office,membership,https://example.com/products/p0574,397.32,0.0699,18510,41,9004,102,5,15
P0575,Synthetic Summer Gadgets Product 575,Summer Gadgets,subscription,https://example.com/products/p0575,388.37,0.3816,121110,-50,8185,17,13,28
P0576,Synthetic Pet Care Product 576,Pet Care,service,https://example.com/products/p0576,89.18,0.5753,131469,78,10525,35,48,97
P0577,Synthetic Creator Tools Product 577,Creator Tools,mobile_app,https://example.com/products/p0577,126.15,0.2048,87700,-60,14062,98,49,3
P0578,Synthetic Fitness Product 578,Fitness,service,https://example.com/products/p0578,339.23,0.3981,23115,-60,2387,61,71,18
P0579,Synthetic Career Software Product 579,Career Software,service,https://example.com/products/p0579,80.52,0.0811,112607,-14,14298,129,42,88
P0580,Synthetic Productivity Product 580,Productivity,mobile_app,https://example.com/products/p0580,179.6,0.4181,62313,6,6121,120,5,31
P0581,Synthetic Beauty Product 581,Beauty,course,https://example.com/products/p0581,444.75,0.544,4748,-55,7372,76,21,29
P0582,Synthetic Personal Finance Product 582,Personal Finance,mobile_app,https://example.com/products/p0582,365.05,0.1858,100471,79,13366,158,2,87
P0583,Synthetic Gaming Product 583,Gaming,service,https://example.com/products/p0583,217.15,0.2803,60836,52,9095,81,3,28
P0584,Synthetic Home Office Product 584,Home Office,digital_download,https://example.com/products/p0584,236.29,0.3721,10039,-16,1706,130,16,80
P0585,Synthetic Creator Tools Product 585,Creator Tools,service,https://example.com/products/p0585,256.39,0.5736,109465,31,5162,8,9,33
P0586,Synthetic Career Software Product 586,Career Software,mobile_app,https://example.com/products/p0586,39.3,0.5019,80666,-36,6668,63,55,30
P0587,Synthetic Beauty Product 587,Beauty,software,https://example.com/products/p0587,122.0,0.0728,20022,-65,8899,47,88,85
P0588,Synthetic Pet Care Product 588,Pet Care,physical,https://example.com/products/p0588,435.18,0.3945,108491,-19,14337,74,44,66
P0589,Synthetic Creator Tools Product 589,Creator Tools,mobile_app,https://example.com/products/p0589,127.31,0.5139,98904,-68,9643,131,85,32
P0590,Synthetic Creator Tools Product 590,Creator Tools,software,https://example.com/products/p0590,402.18,0.2646,19865,7,11941,89,37,18
P0591,Synthetic Beauty Product 591,Beauty,mobile_app,https://example.com/products/p0591,72.12,0.1357,73352,60,13171,120,47,6
P0592,Synthetic Beauty Product 592,Beauty,service,https://example.com/products/p0592,252.26,0.0766,109706,64,1247,70,26,18
P0593,Synthetic Gaming Product 593,Gaming,digital_download,https://example.com/products/p0593,141.67,0.3085,42959,34,8737,152,58,52
P0594,Synthetic Career Software Product 594,Career Software,physical,https://example.com/products/p0594,123.42,0.5787,109009,68,1918,75,65,81
P0595,Synthetic Beauty Product 595,Beauty,digital_download,https://example.com/products/p0595,204.49,0.0132,54816,-39,3030,11,37,42
P0596,Synthetic Travel Product 596,Travel,mobile_app,https://example.com/products/p0596,448.29,0.3347,45120,29,14199,91,26,81
P0597,Synthetic Productivity Product 597,Productivity,physical,https://example.com/products/p0597,446.07,0.4383,144220,-29,13767,116,82,99
P0598,Synthetic Beauty Product 598,Beauty,digital_download,https://example.com/products/p0598,271.3,0.2484,47808,81,7075,47,83,26
P0599,Synthetic Productivity Product 599,Productivity,mobile_app,https://example.com/products/p0599,376.45,0.1435,86253,31,8188,34,15,73
P0600,Synthetic Gaming Product 600,Gaming,mobile_app,https://example.com/products/p0600,282.87,0.5241,52786,72,1261,110,0,69
P0601,Synthetic Gaming Product 601,Gaming,course,https://example.com/products/p0601,40.49,0.1863,84023,56,9681,111,1,20
P0602,Synthetic Travel Product 602,Travel,course,https://example.com/products/p0602,159.96,0.4672,114613,76,10188,118,80,65
P0603,Synthetic Personal Finance Product 603,Personal Finance,digital_download,https://example.com/products/p0603,151.29,0.1665,16507,-34,12392,121,59,96
P0604,Synthetic Travel Product 604,Travel,service,https://example.com/products/p0604,352.68,0.1638,122076,-57,9531,143,85,54
P0605,Synthetic Beauty Product 605,Beauty,physical,https://example.com/products/p0605,6.31,0.5913,38157,-41,11762,82,28,79
P0606,Synthetic Fitness Product 606,Fitness,subscription,https://example.com/products/p0606,321.39,0.3128,131918,-36,10582,16,55,8
P0607,Synthetic Career Software Product 607,Career Software,course,https://example.com/products/p0607,280.69,0.0857,31074,-33,7201,128,27,77
P0608,Synthetic Gaming Product 608,Gaming,subscription,https://example.com/products/p0608,366.04,0.3004,69670,42,11235,153,28,64
P0609,Synthetic Career Software Product 609,Career Software,service,https://example.com/products/p0609,452.88,0.2035,70251,-45,5636,15,50,81
P0610,Synthetic Career Software Product 610,Career Software,software,https://example.com/products/p0610,346.89,0.3925,44650,-4,8876,104,18,89
P0611,Synthetic Pet Care Product 611,Pet Care,software,https://example.com/products/p0611,223.78,0.5723,35058,6,11178,140,32,2
P0612,Synthetic Gaming Product 612,Gaming,digital_download,https://example.com/products/p0612,322.89,0.3349,139974,-30,2497,2,78,78
P0613,Synthetic Personal Finance Product 613,Personal Finance,mobile_app,https://example.com/products/p0613,88.06,0.058,98177,90,1026,125,74,89
P0614,Synthetic Productivity Product 614,Productivity,service,https://example.com/products/p0614,360.04,0.2163,41982,34,13697,42,72,93
P0615,Synthetic Gaming Product 615,Gaming,membership,https://example.com/products/p0615,225.22,0.4429,130182,-2,5224,20,0,85
P0616,Synthetic Personal Finance Product 616,Personal Finance,digital_download,https://example.com/products/p0616,396.37,0.0671,31849,56,7838,116,83,56
P0617,Synthetic Beauty Product 617,Beauty,service,https://example.com/products/p0617,126.94,0.5435,50555,30,1003,102,2,32
P0618,Synthetic Summer Gadgets Product 618,Summer Gadgets,course,https://example.com/products/p0618,66.59,0.4466,10791,76,5414,18,33,16
P0619,Synthetic Productivity Product 619,Productivity,subscription,https://example.com/products/p0619,228.23,0.2098,11887,74,2463,32,76,2
P0620,Synthetic Fitness Product 620,Fitness,membership,https://example.com/products/p0620,154.86,0.1209,133067,-37,6468,71,20,17
P0621,Synthetic Personal Finance Product 621,Personal Finance,membership,https://example.com/products/p0621,129.1,0.4587,50311,-41,7173,74,52,23
P0622,Synthetic Pet Care Product 622,Pet Care,digital_download,https://example.com/products/p0622,205.18,0.0738,50762,12,3877,122,21,59
P0623,Synthetic Travel Product 623,Travel,subscription,https://example.com/products/p0623,281.22,0.2015,17987,64,14937,120,15,42
P0624,Synthetic Career Software Product 624,Career Software,physical,https://example.com/products/p0624,327.32,0.5378,52239,-69,404,60,17,94
P0625,Synthetic Fitness Product 625,Fitness,membership,https://example.com/products/p0625,115.29,0.5614,79,82,9121,29,22,27
P0626,Synthetic Education Product 626,Education,software,https://example.com/products/p0626,159.68,0.0684,27935,1,6875,51,33,10
P0627,Synthetic Beauty Product 627,Beauty,digital_download,https://example.com/products/p0627,487.8,0.4841,42018,40,4472,11,49,78
P0628,Synthetic Fitness Product 628,Fitness,course,https://example.com/products/p0628,161.96,0.4344,146010,52,8522,101,40,99
P0629,Synthetic Summer Gadgets Product 629,Summer Gadgets,membership,https://example.com/products/p0629,289.55,0.3602,38363,-32,7109,39,5,96
P0630,Synthetic Home Office Product 630,Home Office,physical,https://example.com/products/p0630,37.23,0.176,145717,70,9014,96,64,45
P0631,Synthetic Summer Gadgets Product 631,Summer Gadgets,service,https://example.com/products/p0631,476.28,0.5202,28596,78,591,33,58,2
P0632,Synthetic Productivity Product 632,Productivity,digital_download,https://example.com/products/p0632,411.47,0.2499,50481,-49,6831,53,36,20
P0633,Synthetic Pet Care Product 633,Pet Care,digital_download,https://example.com/products/p0633,129.11,0.5461,36706,-43,2258,21,10,23
P0634,Synthetic Personal Finance Product 634,Personal Finance,mobile_app,https://example.com/products/p0634,497.75,0.4691,1928,-9,14729,132,52,8
P0635,Synthetic Pet Care Product 635,Pet Care,mobile_app,https://example.com/products/p0635,161.67,0.1773,39694,84,1533,9,44,86
P0636,Synthetic Summer Gadgets Product 636,Summer Gadgets,subscription,https://example.com/products/p0636,330.83,0.2978,86685,23,10318,131,13,34
P0637,Synthetic Travel Product 637,Travel,physical,https://example.com/products/p0637,396.97,0.401,42475,59,4911,93,40,80
P0638,Synthetic Personal Finance Product 638,Personal Finance,mobile_app,https://example.com/products/p0638,236.3,0.2995,128586,0,6782,101,39,3
P0639,Synthetic Summer Gadgets Product 639,Summer Gadgets,software,https://example.com/products/p0639,352.6,0.0511,19454,51,11253,71,56,14
P0640,Synthetic Fitness Product 640,Fitness,digital_download,https://example.com/products/p0640,156.85,0.0752,142044,84,4648,148,28,25
P0641,Synthetic Career Software Product 641,Career Software,service,https://example.com/products/p0641,312.02,0.5999,32116,-67,11518,86,26,99
P0642,Synthetic Fitness Product 642,Fitness,software,https://example.com/products/p0642,40.9,0.2081,62933,4,6053,34,0,24
P0643,Synthetic Personal Finance Product 643,Personal Finance,course,https://example.com/products/p0643,388.85,0.0477,52420,-67,11447,114,76,43
P0644,Synthetic Travel Product 644,Travel,digital_download,https://example.com/products/p0644,455.73,0.3299,63065,4,8887,53,16,0
P0645,Synthetic Career Software Product 645,Career Software,subscription,https://example.com/products/p0645,447.2,0.1186,127532,36,3116,60,31,95
P0646,Synthetic Education Product 646,Education,mobile_app,https://example.com/products/p0646,427.51,0.5867,48684,50,2442,132,90,88
P0647,Synthetic Creator Tools Product 647,Creator Tools,service,https://example.com/products/p0647,426.94,0.2528,98140,44,2137,109,54,93
P0648,Synthetic Personal Finance Product 648,Personal Finance,digital_download,https://example.com/products/p0648,102.21,0.3411,73160,-35,3650,43,12,92
P0649,Synthetic Beauty Product 649,Beauty,physical,https://example.com/products/p0649,461.47,0.3285,88463,45,3872,51,28,39
P0650,Synthetic Pet Care Product 650,Pet Care,software,https://example.com/products/p0650,263.36,0.4522,105344,-69,11701,97,18,29
P0651,Synthetic Summer Gadgets Product 651,Summer Gadgets,membership,https://example.com/products/p0651,92.07,0.3679,65765,9,7122,105,62,13
P0652,Synthetic Personal Finance Product 652,Personal Finance,service,https://example.com/products/p0652,458.53,0.5613,138940,-7,3964,98,31,20
P0653,Synthetic Career Software Product 653,Career Software,physical,https://example.com/products/p0653,179.76,0.3503,119349,48,6931,69,76,8
P0654,Synthetic Productivity Product 654,Productivity,service,https://example.com/products/p0654,224.74,0.3447,140592,73,9873,51,79,46
P0655,Synthetic Pet Care Product 655,Pet Care,digital_download,https://example.com/products/p0655,496.1,0.3782,66792,-28,1844,95,78,71
P0656,Synthetic Beauty Product 656,Beauty,subscription,https://example.com/products/p0656,454.22,0.2996,107877,47,4831,92,64,23
P0657,Synthetic Creator Tools Product 657,Creator Tools,software,https://example.com/products/p0657,142.23,0.3732,34745,2,11050,19,16,71
P0658,Synthetic Travel Product 658,Travel,course,https://example.com/products/p0658,106.7,0.1007,76869,-55,3415,56,33,33
P0659,Synthetic Pet Care Product 659,Pet Care,service,https://example.com/products/p0659,375.92,0.0548,143227,71,7016,106,68,49
P0660,Synthetic Creator Tools Product 660,Creator Tools,software,https://example.com/products/p0660,307.54,0.104,72109,27,4794,103,17,74
P0661,Synthetic Creator Tools Product 661,Creator Tools,membership,https://example.com/products/p0661,166.81,0.2643,1906,-53,11129,121,2,89
P0662,Synthetic Home Office Product 662,Home Office,membership,https://example.com/products/p0662,329.14,0.0503,119459,-25,10294,105,80,43
P0663,Synthetic Pet Care Product 663,Pet Care,subscription,https://example.com/products/p0663,121.29,0.4964,34557,86,10295,59,54,8
P0664,Synthetic Travel Product 664,Travel,subscription,https://example.com/products/p0664,174.39,0.2872,145215,65,2827,141,73,77
