offer_id,product_id,platform,payout_type,offer_price,commission_rate,fixed_commission_amount,commission_per_lead,cookie_duration_days,recurring_commission,affiliate_url,offer_status
O01245,P0499,Impact,recurring,236.35,0.4781,,,60,True,https://example.com/offers/o01245,active
O01246,P0499,PartnerStack,fixed_amount,,,143.81,,0,False,https://example.com/offers/o01246,active
O01247,P0500,PartnerStack,recurring,101.76,0.0935,,,0,True,https://example.com/offers/o01247,active
O01248,P0500,Awin,fixed_amount,,,14.26,,0,False,https://example.com/offers/o01248,active
O01249,P0500,Amazon Associates,lead,,,,9.72,7,False,https://example.com/offers/o01249,active
O01250,P0500,Amazon Associates,one_time,125.75,0.7224,,,14,False,https://example.com/offers/o01250,active
O01251,P0501,PartnerStack,fixed_amount,,,74.98,,90,False,https://example.com/offers/o01251,unknown
O01252,P0502,Rakuten Advertising,lead,,,,66.11,60,False,https://example.com/offers/o01252,active
O01253,P0502,CJ Affiliate,one_time,260.6,0.2984,,,14,False,https://example.com/offers/o01253,unknown
O01254,P0503,ShareASale,one_time,60.9,0.1997,,,7,False,https://example.com/offers/o01254,active
O01255,P0503,Impact,recurring,56.69,0.5883,,,60,True,https://example.com/offers/o01255,inactive
O01256,P0503,CJ Affiliate,fixed_amount,,,78.61,,90,False,https://example.com/offers/o01256,active
O01257,P0504,Direct Program,recurring,189.0,0.1314,,,0,True,https://example.com/offers/o01257,inactive
O01258,P0504,Impact,fixed_amount,,,96.88,,1,False,https://example.com/offers/o01258,inactive
O01259,P0504,PartnerStack,lead,,,,71.83,1,False,https://example.com/offers/o01259,active
O01260,P0504,Rakuten Advertising,one_time,230.2,0.651,,,90,False,https://example.com/offers/o01260,active
O01261,P0505,Rakuten Advertising,fixed_amount,,,8.91,,14,False,https://example.com/offers/o01261,active
O01262,P0506,Impact,lead,,,,29.0,7,False,https://example.com/offers/o01262,active
O01263,P0506,PartnerStack,one_time,172.93,0.043,,,7,False,https://example.com/offers/o01263,active
O01264,P0507,Impact,one_time,91.12,0.7283,,,90,False,https://example.com/offers/o01264,active
O01265,P0507,CJ Affiliate,recurring,122.48,0.7308,,,30,True,https://example.com/offers/o01265,active
O01266,P0507,Rakuten Advertising,fixed_amount,,,15.87,,30,False,https://example.com/offers/o01266,active
O01267,P0508,Rakuten Advertising,recurring,216.35,0.4889,,,30,True,https://example.com/offers/o01267,inactive
O01268,P0508,Awin,fixed_amount,,,86.9,,1,False,https://example.com/offers/o01268,inactive
O01269,P0508,Rakuten Advertising,lead,,,,37.74,60,False,https://example.com/offers/o01269,active
O01270,P0508,ShareASale,one_time,210.02,0.5789,,,1,False,https://example.com/offers/o01270,unknown
O01271,P0509,CJ Affiliate,fixed_amount,,,52.83,,1,False,https://example.com/offers/o01271,unknown
O01272,P0510,PartnerStack,lead,,,,48.09,7,False,https://example.com/offers/o01272,inactive
O01273,P0510,CJ Affiliate,one_time,54.8,0.0685,,,30,False,https://example.com/offers/o01273,active
O01274,P0511,Impact,one_time,355.37,0.2469,,,60,False,https://example.com/offers/o01274,inactive
O01275,P0511,PartnerStack,recurring,333.38,0.5421,,,1,True,https://example.com/offers/o01275,active
O01276,P0511,Rakuten Advertising,fixed_amount,,,146.91,,1,False,https://example.com/offers/o01276,active
O01277,P0512,Impact,recurring,54.16,0.3695,,,14,True,https://example.com/offers/o01277,active
O01278,P0512,CJ Affiliate,fixed_amount,,,49.47,,7,False,https://example.com/offers/o01278,active
O01279,P0512,Amazon Associates,lead,,,,7.95,60,False,https://example.com/offers/o01279,active
O01280,P0512,CJ Affiliate,one_time,54.89,0.2988,,,90,False,https://example.com/offers/o01280,active
O01281,P0513,CJ Affiliate,fixed_amount,,,134.83,,14,False,https://example.com/offers/o01281,active
O01282,P0514,Rakuten Advertising,lead,,,,52.59,30,False,https://example.com/offers/o01282,active
O01283,P0514,Amazon Associates,one_time,42.13,0.663,,,30,False,https://example.com/offers/o01283,active
O01284,P0515,Direct Program,one_time,356.6,0.1919,,,30,False,https://example.com/offers/o01284,active
O01285,P0515,PartnerStack,recurring,397.69,0.3275,,,0,True,https://example.com/offers/o01285,inactive
O01286,P0515,Amazon Associates,fixed_amount,,,68.37,,30,False,https://example.com/offers/o01286,active
O01287,P0516,Impact,recurring,121.28,0.2144,,,7,True,https://example.com/offers/o01287,active
O01288,P0516,PartnerStack,fixed_amount,,,9.63,,30,False,https://example.com/offers/o01288,active
O01289,P0516,Awin,lead,,,,58.45,60,False,https://example.com/offers/o01289,inactive
O01290,P0516,Awin,one_time,121.51,0.0626,,,30,False,https://example.com/offers/o01290,active
O01291,P0517,CJ Affiliate,fixed_amount,,,112.85,,60,False,https://example.com/offers/o01291,active
O01292,P0518,Amazon Associates,lead,,,,13.81,90,False,https://example.com/offers/o01292,active
O01293,P0518,Direct Program,one_time,359.84,0.2326,,,60,False,https://example.com/offers/o01293,active
O01294,P0519,ShareASale,one_time,61.58,0.5268,,,90,False,https://example.com/offers/o01294,inactive
O01295,P0519,ShareASale,recurring,59.41,0.3257,,,14,True,https://example.com/offers/o01295,active
O01296,P0519,Impact,fixed_amount,,,118.44,,90,False,https://example.com/offers/o01296,active
O01297,P0520,Amazon Associates,recurring,136.41,0.1421,,,0,True,https://example.com/offers/o01297,active
O01298,P0520,PartnerStack,fixed_amount,,,45.35,,60,False,https://example.com/offers/o01298,inactive
O01299,P0520,Rakuten Advertising,lead,,,,56.16,30,False,https://example.com/offers/o01299,unknown
O01300,P0520,Amazon Associates,one_time,157.23,0.1615,,,0,False,https://example.com/offers/o01300,active
O01301,P0521,PartnerStack,fixed_amount,,,28.0,,14,False,https://example.com/offers/o01301,active
O01302,P0522,Rakuten Advertising,lead,,,,67.17,14,False,https://example.com/offers/o01302,active
O01303,P0522,PartnerStack,one_time,184.88,0.3629,,,60,False,https://example.com/offers/o01303,unknown
O01304,P0523,CJ Affiliate,one_time,176.81,0.435,,,1,False,https://example.com/offers/o01304,active
O01305,P0523,Rakuten Advertising,recurring,234.67,0.0205,,,1,True,https://example.com/offers/o01305,active
O01306,P0523,Amazon Associates,fixed_amount,,,16.94,,7,False,https://example.com/offers/o01306,unknown
O01307,P0524,Rakuten Advertising,recurring,356.97,0.0767,,,0,True,https://example.com/offers/o01307,active
O01308,P0524,CJ Affiliate,fixed_amount,,,90.06,,7,False,https://example.com/offers/o01308,active
O01309,P0524,PartnerStack,lead,,,,27.88,60,False,https://example.com/offers/o01309,active
O01310,P0524,Direct Program,one_time,286.29,0.0545,,,14,False,https://example.com/offers/o01310,active
O01311,P0525,Amazon Associates,fixed_amount,,,93.55,,1,False,https://example.com/offers/o01311,active
O01312,P0526,PartnerStack,lead,,,,28.62,7,False,https://example.com/offers/o01312,active
O01313,P0526,CJ Affiliate,one_time,285.7,0.7182,,,90,False,https://example.com/offers/o01313,active
O01314,P0527,Direct Program,one_time,291.78,0.1101,,,90,False,https://example.com/offers/o01314,unknown
O01315,P0527,Direct Program,recurring,323.74,0.6936,,,90,True,https://example.com/offers/o01315,active
O01316,P0527,Impact,fixed_amount,,,131.46,,90,False,https://example.com/offers/o01316,active
O01317,P0528,Amazon Associates,recurring,100.21,0.5929,,,0,True,https://example.com/offers/o01317,active
O01318,P0528,CJ Affiliate,fixed_amount,,,111.26,,0,False,https://example.com/offers/o01318,active
O01319,P0528,Impact,lead,,,,9.93,60,False,https://example.com/offers/o01319,active
O01320,P0528,ShareASale,one_time,84.17,0.6103,,,7,False,https://example.com/offers/o01320,inactive
O01321,P0529,Awin,fixed_amount,,,84.38,,90,False,https://example.com/offers/o01321,inactive
O01322,P0530,Awin,lead,,,,64.7,30,False,https://example.com/offers/o01322,unknown
O01323,P0530,Direct Program,one_time,278.42,0.3385,,,7,False,https://example.com/offers/o01323,inactive
O01324,P0531,ShareASale,one_time,323.64,0.6378,,,1,False,https://example.com/offers/o01324,inactive
O01325,P0531,Rakuten Advertising,recurring,365.09,0.3962,,,1,True,https://example.com/offers/o01325,inactive
O01326,P0531,ShareASale,fixed_amount,,,126.85,,1,False,https://example.com/offers/o01326,unknown
O01327,P0532,Rakuten Advertising,recurring,14.92,0.5668,,,1,True,https://example.com/offers/o01327,unknown
O01328,P0532,Impact,fixed_amount,,,62.46,,0,False,https://example.com/offers/o01328,unknown
O01329,P0532,PartnerStack,lead,,,,17.59,14,False,https://example.com/offers/o01329,active
O01330,P0532,Rakuten Advertising,one_time,17.33,0.458,,,90,False,https://example.com/offers/o01330,active
O01331,P0533,CJ Affiliate,fixed_amount,,,130.22,,30,False,https://example.com/offers/o01331,unknown
O01332,P0534,Rakuten Advertising,lead,,,,4.45,1,False,https://example.com/offers/o01332,active
O01333,P0534,PartnerStack,one_time,340.42,0.4972,,,1,False,https://example.com/offers/o01333,unknown
O01334,P0535,Amazon Associates,one_time,150.9,0.4115,,,0,False,https://example.com/offers/o01334,active
O01335,P0535,Awin,recurring,191.73,0.2927,,,90,True,https://example.com/offers/o01335,active
O01336,P0535,CJ Affiliate,fixed_amount,,,42.55,,30,False,https://example.com/offers/o01336,active
O01337,P0536,Amazon Associates,recurring,213.21,0.272,,,1,True,https://example.com/offers/o01337,active
O01338,P0536,Amazon Associates,fixed_amount,,,113.52,,60,False,https://example.com/offers/o01338,active
O01339,P0536,CJ Affiliate,lead,,,,8.06,90,False,https://example.com/offers/o01339,active
O01340,P0536,Rakuten Advertising,one_time,209.51,0.0739,,,60,False,https://example.com/offers/o01340,inactive
O01341,P0537,CJ Affiliate,fixed_amount,,,48.52,,7,False,https://example.com/offers/o01341,inactive
O01342,P0538,PartnerStack,lead,,,,51.86,1,False,https://example.com/offers/o01342,active
O01343,P0538,Awin,one_time,251.64,0.7076,,,0,False,https://example.com/offers/o01343,active
O01344,P0539,CJ Affiliate,one_time,479.71,0.7055,,,7,False,https://example.com/offers/o01344,inactive
O01345,P0539,Awin,recurring,395.69,0.2861,,,90,True,https://example.com/offers/o01345,active
O01346,P0539,CJ Affiliate,fixed_amount,,,149.59,,14,False,https://example.com/offers/o01346,active
O01347,P0540,PartnerStack,recurring,208.29,0.6692,,,0,True,https://example.com/offers/o01347,active
O01348,P0540,Impact,fixed_amount,,,134.34,,30,False,https://example.com/offers/o01348,active
O01349,P0540,Direct Program,lead,,,,12.83,1,False,https://example.com/offers/o01349,unknown
O01350,P0540,PartnerStack,one_time,192.42,0.3622,,,90,False,https://example.com/offers/o01350,active
O01351,P0541,PartnerStack,fixed_amount,,,112.16,,1,False,https://example.com/offers/o01351,inactive
O01352,P0542,PartnerStack,lead,,,,6.58,30,False,https://example.com/offers/o01352,active
O01353,P0542,CJ Affiliate,one_time,94.62,0.0151,,,7,False,https://example.com/offers/o01353,inactive
O01354,P0543,ShareASale,one_time,221.69,0.0682,,,90,False,https://example.com/offers/o01354,active
O01355,P0543,ShareASale,recurring,236.8,0.6277,,,30,True,https://example.com/offers/o01355,inactive
O01356,P0543,PartnerStack,fixed_amount,,,115.13,,60,False,https://example.com/offers/o01356,inactive
O01357,P0544,Direct Program,recurring,396.28,0.4013,,,90,True,https://example.com/offers/o01357,inactive
O01358,P0544,Impact,fixed_amount,,,54.55,,14,False,https://example.com/offers/o01358,active
O01359,P0544,PartnerStack,lead,,,,58.1,7,False,https://example.com/offers/o01359,unknown
O01360,P0544,CJ Affiliate,one_time,368.46,0.5064,,,1,False,https://example.com/offers/o01360,active
O01361,P0545,PartnerStack,fixed_amount,,,131.11,,60,False,https://example.com/offers/o01361,active
O01362,P0546,CJ Affiliate,lead,,,,7.1,1,False,https://example.com/offers/o01362,active
O01363,P0546,Rakuten Advertising,one_time,439.64,0.2022,,,90,False,https://example.com/offers/o01363,active
O01364,P0547,ShareASale,one_time,469.08,0.5968,,,0,False,https://example.com/offers/o01364,active
O01365,P0547,Awin,recurring,444.23,0.6294,,,14,True,https://example.com/offers/o01365,inactive
O01366,P0547,CJ Affiliate,fixed_amount,,,21.29,,30,False,https://example.com/offers/o01366,active
O01367,P0548,Impact,recurring,39.4,0.4352,,,1,True,https://example.com/offers/o01367,active
O01368,P0548,ShareASale,fixed_amount,,,146.45,,60,False,https://example.com/offers/o01368,active
O01369,P0548,CJ Affiliate,lead,,,,45.15,30,False,https://example.com/offers/o01369,unknown
O01370,P0548,PartnerStack,one_time,54.13,0.0567,,,30,False,https://example.com/offers/o01370,active
O01371,P0549,Amazon Associates,fixed_amount,,,28.36,,0,False,https://example.com/offers/o01371,inactive
O01372,P0550,Amazon Associates,lead,,,,64.71,0,False,https://example.com/offers/o01372,unknown
O01373,P0550,PartnerStack,one_time,23.83,0.2582,,,30,False,https://example.com/offers/o01373,unknown
O01374,P0551,Amazon Associates,one_time,219.38,0.5911,,,7,False,https://example.com/offers/o01374,inactive
O01375,P0551,PartnerStack,recurring,213.99,0.3042,,,1,True,https://example.com/offers/o01375,active
O01376,P0551,Amazon Associates,fixed_amount,,,143.26,,90,False,https://example.com/offers/o01376,inactive
O01377,P0552,PartnerStack,recurring,430.23,0.3603,,,0,True,https://example.com/offers/o01377,inactive
O01378,P0552,Rakuten Advertising,fixed_amount,,,95.93,,1,False,https://example.com/offers/o01378,active
O01379,P0552,Impact,lead,,,,37.05,7,False,https://example.com/offers/o01379,inactive
O01380,P0552,Direct Program,one_time,403.59,0.2007,,,14,False,https://example.com/offers/o01380,active
O01381,P0553,PartnerStack,fixed_amount,,,16.28,,7,False,https://example.com/offers/o01381,inactive
O01382,P0554,Rakuten Advertising,lead,,,,12.26,60,False,https://example.com/offers/o01382,active
O01383,P0554,Impact,one_time,48.5,0.361,,,90,False,https://example.com/offers/o01383,inactive
O01384,P0555,Direct Program,one_time,88.97,0.2786,,,90,False,https://example.com/offers/o01384,active
O01385,P0555,Impact,recurring,93.14,0.2397,,,60,True,https://example.com/offers/o01385,unknown
O01386,P0555,Awin,fixed_amount,,,108.74,,14,False,https://example.com/offers/o01386,inactive
O01387,P0556,ShareASale,recurring,226.01,0.2658,,,30,True,https://example.com/offers/o01387,active
O01388,P0556,Amazon Associates,fixed_amount,,,75.52,,90,False,https://example.com/offers/o01388,active
O01389,P0556,ShareASale,lead,,,,58.28,60,False,https://example.com/offers/o01389,active
O01390,P0556,Direct Program,one_time,206.58,0.2392,,,30,False,https://example.com/offers/o01390,unknown
O01391,P0557,Amazon Associates,fixed_amount,,,56.1,,30,False,https://example.com/offers/o01391,active
O01392,P0558,Impact,lead,,,,71.76,14,False,https://example.com/offers/o01392,active
O01393,P0558,Rakuten Advertising,one_time,245.44,0.0472,,,14,False,https://example.com/offers/o01393,active
O01394,P0559,CJ Affiliate,one_time,36.3,0.2121,,,30,False,https://example.com/offers/o01394,unknown
O01395,P0559,Rakuten Advertising,recurring,35.82,0.0559,,,1,True,https://example.com/offers/o01395,active
O01396,P0559,Impact,fixed_amount,,,108.53,,60,False,https://example.com/offers/o01396,inactive
O01397,P0560,Awin,recurring,264.13,0.7065,,,60,True,https://example.com/offers/o01397,inactive
O01398,P0560,Awin,fixed_amount,,,140.62,,14,False,https://example.com/offers/o01398,unknown
O01399,P0560,Impact,lead,,,,66.21,1,False,https://example.com/offers/o01399,unknown
O01400,P0560,Direct Program,one_time,211.21,0.2615,,,7,False,https://example.com/offers/o01400,active
O01401,P0561,PartnerStack,fixed_amount,,,72.13,,7,False,https://example.com/offers/o01401,active
O01402,P0562,PartnerStack,lead,,,,37.5,14,False,https://example.com/offers/o01402,active
O01403,P0562,Impact,one_time,68.86,0.5577,,,60,False,https://example.com/offers/o01403,inactive
O01404,P0563,Rakuten Advertising,one_time,156.91,0.1359,,,60,False,https://example.com/offers/o01404,unknown
O01405,P0563,CJ Affiliate,recurring,185.64,0.5685,,,14,True,https://example.com/offers/o01405,active
O01406,P0563,Awin,fixed_amount,,,69.68,,7,False,https://example.com/offers/o01406,unknown
O01407,P0564,Amazon Associates,recurring,150.64,0.7433,,,1,True,https://example.com/offers/o01407,active
O01408,P0564,Impact,fixed_amount,,,23.43,,7,False,https://example.com/offers/o01408,active
O01409,P0564,Direct Program,lead,,,,70.61,7,False,https://example.com/offers/o01409,active
O01410,P0564,PartnerStack,one_time,198.86,0.7041,,,0,False,https://example.com/offers/o01410,active
O01411,P0565,Direct Program,fixed_amount,,,98.06,,1,False,https://example.com/offers/o01411,unknown
O01412,P0566,Awin,lead,,,,64.36,7,False,https://example.com/offers/o01412,active
O01413,P0566,ShareASale,one_time,394.6,0.2456,,,90,False,https://example.com/offers/o01413,active
O01414,P0567,Amazon Associates,one_time,185.02,0.2443,,,7,False,https://example.com/offers/o01414,active
O01415,P0567,PartnerStack,recurring,250.96,0.0953,,,1,True,https://example.com/offers/o01415,inactive
O01416,P0567,Amazon Associates,fixed_amount,,,42.88,,7,False,https://example.com/offers/o01416,active
O01417,P0568,CJ Affiliate,recurring,158.12,0.5652,,,14,True,https://example.com/offers/o01417,active
O01418,P0568,Impact,fixed_amount,,,83.77,,90,False,https://example.com/offers/o01418,active
O01419,P0568,ShareASale,lead,,,,4.29,30,False,https://example.com/offers/o01419,unknown
O01420,P0568,Rakuten Advertising,one_time,136.2,0.5338,,,7,False,https://example.com/offers/o01420,inactive
O01421,P0569,Awin,fixed_amount,,,123.76,,90,False,https://example.com/offers/o01421,active
O01422,P0570,Direct Program,lead,,,,21.6,90,False,https://example.com/offers/o01422,active
O01423,P0570,Awin,one_time,490.3,0.7385,,,60,False,https://example.com/offers/o01423,inactive
O01424,P0571,Amazon Associates,one_time,255.64,0.4376,,,30,False,https://example.com/offers/o01424,active
O01425,P0571,Direct Program,recurring,241.87,0.2853,,,60,True,https://example.com/offers/o01425,active
O01426,P0571,Awin,fixed_amount,,,21.7,,30,False,https://example.com/offers/o01426,active
O01427,P0572,Direct Program,recurring,198.87,0.2798,,,90,True,https://example.com/offers/o01427,unknown
O01428,P0572,Direct Program,fixed_amount,,,53.58,,30,False,https://example.com/offers/o01428,active
O01429,P0572,Direct Program,lead,,,,52.19,7,False,https://example.com/offers/o01429,active
O01430,P0572,CJ Affiliate,one_time,199.22,0.7414,,,60,False,https://example.com/offers/o01430,active
O01431,P0573,CJ Affiliate,fixed_amount,,,117.18,,7,False,https://example.com/offers/o01431,active
O01432,P0574,CJ Affiliate,lead,,,,26.39,1,False,https://example.com/offers/o01432,active
O01433,P0574,ShareASale,one_time,423.75,0.3039,,,14,False,https://example.com/offers/o01433,active
O01434,P0575,CJ Affiliate,one_time,345.78,0.6434,,,90,False,https://example.com/offers/o01434,unknown
O01435,P0575,PartnerStack,recurring,317.45,0.16,,,30,True,https://example.com/offers/o01435,active
O01436,P0575,ShareASale,fixed_amount,,,101.61,,90,False,https://example.com/offers/o01436,inactive
O01437,P0576,PartnerStack,recurring,88.4,0.7207,,,1,True,https://example.com/offers/o01437,unknown
O01438,P0576,ShareASale,fixed_amount,,,111.46,,0,False,https://example.com/offers/o01438,active
O01439,P0576,CJ Affiliate,lead,,,,51.6,7,False,https://example.com/offers/o01439,inactive
O01440,P0576,Direct Program,one_time,92.98,0.133,,,1,False,https://example.com/offers/o01440,active
O01441,P0577,Rakuten Advertising,fixed_amount,,,110.57,,1,False,https://example.com/offers/o01441,active
O01442,P0578,Amazon Associates,lead,,,,2.44,90,False,https://example.com/offers/o01442,active
O01443,P0578,Amazon Associates,one_time,309.8,0.6451,,,7,False,https://example.com/offers/o01443,active
O01444,P0579,CJ Affiliate,one_time,69.94,0.3635,,,1,False,https://example.com/offers/o01444,inactive
O01445,P0579,CJ Affiliate,recurring,82.94,0.0619,,,1,True,https://example.com/offers/o01445,inactive
O01446,P0579,PartnerStack,fixed_amount,,,29.79,,30,False,https://example.com/offers/o01446,active
O01447,P0580,Rakuten Advertising,recurring,186.94,0.5702,,,1,True,https://example.com/offers/o01447,active
O01448,P0580,PartnerStack,fixed_amount,,,91.93,,90,False,https://example.com/offers/o01448,inactive
O01449,P0580,PartnerStack,lead,,,,14.51,0,False,https://example.com/offers/o01449,active
O01450,P0580,ShareASale,one_time,198.01,0.3122,,,60,False,https://example.com/offers/o01450,active
O01451,P0581,Awin,fixed_amount,,,148.31,,0,False,https://example.com/offers/o01451,unknown
O01452,P0582,Amazon Associates,lead,,,,29.23,14,False,https://example.com/offers/o01452,active
O01453,P0582,ShareASale,one_time,366.27,0.0548,,,0,False,https://example.com/offers/o01453,active
O01454,P0583,ShareASale,one_time,175.22,0.1257,,,0,False,https://example.com/offers/o01454,active
O01455,P0583,Impact,recurring,223.02,0.3628,,,30,True,https://example.com/offers/o01455,active
O01456,P0583,Direct Program,fixed_amount,,,110.44,,1,False,https://example.com/offers/o01456,inactive
O01457,P0584,Direct Program,recurring,224.51,0.2531,,,7,True,https://example.com/offers/o01457,active
O01458,P0584,CJ Affiliate,fixed_amount,,,16.13,,0,False,https://example.com/offers/o01458,active
O01459,P0584,PartnerStack,lead,,,,60.72,1,False,https://example.com/offers/o01459,inactive
O01460,P0584,Direct Program,one_time,238.92,0.563,,,60,False,https://example.com/offers/o01460,inactive
O01461,P0585,PartnerStack,fixed_amount,,,1.16,,1,False,https://example.com/offers/o01461,active
O01462,P0586,Amazon Associates,lead,,,,31.49,14,False,https://example.com/offers/o01462,inactive
O01463,P0586,CJ Affiliate,one_time,34.88,0.5258,,,0,False,https://example.com/offers/o01463,active
O01464,P0587,Impact,one_time,135.29,0.3268,,,1,False,https://example.com/offers/o01464,unknown
O01465,P0587,PartnerStack,recurring,101.56,0.7166,,,7,True,https://example.com/offers/o01465,active
O01466,P0587,ShareASale,fixed_amount,,,94.25,,1,False,https://example.com/offers/o01466,active
O01467,P0588,Rakuten Advertising,recurring,365.47,0.5317,,,7,True,https://example.com/offers/o01467,inactive
O01468,P0588,PartnerStack,fixed_amount,,,13.19,,90,False,https://example.com/offers/o01468,unknown
O01469,P0588,PartnerStack,lead,,,,10.32,0,False,https://example.com/offers/o01469,active
O01470,P0588,ShareASale,one_time,453.93,0.6796,,,30,False,https://example.com/offers/o01470,active
O01471,P0589,ShareASale,fixed_amount,,,115.79,,1,False,https://example.com/offers/o01471,inactive
O01472,P0590,PartnerStack,lead,,,,70.12,30,False,https://example.com/offers/o01472,active
O01473,P0590,Impact,one_time,325.52,0.6454,,,60,False,https://example.com/offers/o01473,active
O01474,P0591,CJ Affiliate,one_time,71.41,0.6112,,,90,False,https://example.com/offers/o01474,active
O01475,P0591,Awin,recurring,79.83,0.2677,,,90,True,https://example.com/offers/o01475,unknown
O01476,P0591,Rakuten Advertising,fixed_amount,,,76.92,,7,False,https://example.com/offers/o01476,unknown
O01477,P0592,Rakuten Advertising,recurring,255.73,0.4216,,,90,True,https://example.com/offers/o01477,active
O01478,P0592,Awin,fixed_amount,,,82.12,,14,False,https://example.com/offers/o01478,active
O01479,P0592,Awin,lead,,,,22.36,30,False,https://example.com/offers/o01479,unknown
O01480,P0592,Awin,one_time,221.16,0.6606,,,30,False,https://example.com/offers/o01480,unknown
O01481,P0593,ShareASale,fixed_amount,,,82.1,,14,False,https://example.com/offers/o01481,unknown
O01482,P0594,CJ Affiliate,lead,,,,28.58,30,False,https://example.com/offers/o01482,active
O01483,P0594,ShareASale,one_time,103.86,0.6104,,,60,False,https://example.com/offers/o01483,inactive
O01484,P0595,CJ Affiliate,one_time,237.99,0.3139,,,0,False,https://example.com/offers/o01484,unknown
O01485,P0595,ShareASale,recurring,165.15,0.7399,,,60,True,https://example.com/offers/o01485,unknown
O01486,P0595,Impact,fixed_amount,,,103.14,,14,False,https://example.com/offers/o01486,active
O01487,P0596,Direct Program,recurring,493.38,0.2852,,,90,True,https://example.com/offers/o01487,inactive
O01488,P0596,Amazon Associates,fixed_amount,,,39.61,,90,False,https://example.com/offers/o01488,unknown
O01489,P0596,PartnerStack,lead,,,,65.13,60,False,https://example.com/offers/o01489,active
O01490,P0596,Amazon Associates,one_time,474.11,0.3253,,,60,False,https://example.com/offers/o01490,active
O01491,P0597,Amazon Associates,fixed_amount,,,47.84,,14,False,https://example.com/offers/o01491,active
O01492,P0598,Impact,lead,,,,61.84,60,False,https://example.com/offers/o01492,inactive
O01493,P0598,Impact,one_time,310.04,0.1525,,,60,False,https://example.com/offers/o01493,active
O01494,P0599,Awin,one_time,398.18,0.6406,,,14,False,https://example.com/offers/o01494,inactive
O01495,P0599,Awin,recurring,336.38,0.1051,,,90,True,https://example.com/offers/o01495,active
O01496,P0599,Direct Program,fixed_amount,,,7.55,,0,False,https://example.com/offers/o01496,inactive
O01497,P0600,Direct Program,recurring,239.57,0.3495,,,60,True,https://example.com/offers/o01497,unknown
O01498,P0600,Amazon Associates,fixed_amount,,,74.56,,60,False,https://example.com/offers/o01498,unknown
O01499,P0600,Direct Program,lead,,,,65.64,90,False,https://example.com/offers/o01499,active
O01500,P0600,Awin,one_time,257.83,0.2509,,,60,False,https://example.com/offers/o01500,unknown
O01501,P0601,Amazon Associates,fixed_amount,,,123.97,,0,False,https://example.com/offers/o01501,active
O01502,P0602,CJ Affiliate,lead,,,,29.2,60,False,https://example.com/offers/o01502,inactive
O01503,P0602,Impact,one_time,171.02,0.3469,,,1,False,https://example.com/offers/o01503,active
O01504,P0603,ShareASale,one_time,170.54,0.4509,,,30,False,https://example.com/offers/o01504,unknown
O01505,P0603,Direct Program,recurring,133.36,0.2254,,,0,True,https://example.com/offers/o01505,active
O01506,P0603,Impact,fixed_amount,,,104.97,,90,False,https://example.com/offers/o01506,active
O01507,P0604,Direct Program,recurring,341.85,0.3626,,,0,True,https://example.com/offers/o01507,unknown
O01508,P0604,Amazon Associates,fixed_amount,,,2.27,,14,False,https://example.com/offers/o01508,active
O01509,P0604,Direct Program,lead,,,,56.76,90,False,https://example.com/offers/o01509,inactive
O01510,P0604,Awin,one_time,324.24,0.502,,,30,False,https://example.com/offers/o01510,active
O01511,P0605,ShareASale,fixed_amount,,,72.12,,14,False,https://example.com/offers/o01511,active
O01512,P0606,PartnerStack,lead,,,,42.02,7,False,https://example.com/offers/o01512,inactive
O01513,P0606,Impact,one_time,264.37,0.4007,,,30,False,https://example.com/offers/o01513,active
O01514,P0607,Awin,one_time,302.97,0.6537,,,0,False,https://example.com/offers/o01514,active
O01515,P0607,Impact,recurring,316.31,0.6701,,,60,True,https://example.com/offers/o01515,active
O01516,P0607,Impact,fixed_amount,,,119.64,,60,False,https://example.com/offers/o01516,unknown
O01517,P0608,Rakuten Advertising,recurring,411.54,0.3838,,,0,True,https://example.com/offers/o01517,active
O01518,P0608,Amazon Associates,fixed_amount,,,136.03,,7,False,https://example.com/offers/o01518,active
O01519,P0608,CJ Affiliate,lead,,,,5.23,90,False,https://example.com/offers/o01519,active
O01520,P0608,Rakuten Advertising,one_time,416.26,0.4267,,,1,False,https://example.com/offers/o01520,unknown
O01521,P0609,Impact,fixed_amount,,,122.24,,1,False,https://example.com/offers/o01521,active
O01522,P0610,ShareASale,lead,,,,16.24,1,False,https://example.com/offers/o01522,unknown
O01523,P0610,CJ Affiliate,one_time,348.79,0.0216,,,7,False,https://example.com/offers/o01523,active
O01524,P0611,Rakuten Advertising,one_time,185.41,0.4418,,,0,False,https://example.com/offers/o01524,active
O01525,P0611,Direct Program,recurring,233.92,0.4124,,,60,True,https://example.com/offers/o01525,active
O01526,P0611,Direct Program,fixed_amount,,,57.72,,60,False,https://example.com/offers/o01526,active
O01527,P0612,PartnerStack,recurring,272.79,0.5843,,,14,True,https://example.com/offers/o01527,unknown
O01528,P0612,Awin,fixed_amount,,,25.32,,30,False,https://example.com/offers/o01528,inactive
O01529,P0612,Awin,lead,,,,66.91,7,False,https://example.com/offers/o01529,inactive
O01530,P0612,Amazon Associates,one_time,331.03,0.2944,,,0,False,https://example.com/offers/o01530,unknown
O01531,P0613,Amazon Associates,fixed_amount,,,11.91,,7,False,https://example.com/offers/o01531,active
O01532,P0614,Awin,lead,,,,13.33,7,False,https://example.com/offers/o01532,active
